profile_id,country,experience
262,sweden," Kvadrat SverigeKvadrat Sverige5 yrs 3 mos5 yrs 3 moso    § System Specialist M365 Copilot Studio and Power PlatformSystem Specialist M365 Copilot Studio and Power PlatformPart-timePart-timeSep 2025 - Present · 7 mosSep 2025 to Present · 7 mosStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid§ Delivery lead and managing MS 365 Apps Copilot and Copilot Studio implementationDelivery lead and managing MS 365 Apps Copilot and Copilot Studio implementationFull-timeFull-time2021 - Sep 2025 · 4 yrs 9 mos2021 to Sep 2025 · 4 yrs 9 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden§ Course leader - Generative AI for leaders and agile teamsCourse leader - Generative AI for leaders and agile teamsPart-timePart-time2024 - 2025 · 1 yr2024 to 2025 · 1 yrStockholm, Stockholm County, Sweden · On-siteStockholm, Stockholm County, Sweden · On-site Product OwnerProduct OwnerArbetsförmedlingen · Full-timeArbetsförmedlingen · Full-time2020 - 2020 · Less than a year2020 to 2020 · Less than a yearStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden ConsultantConsultantIT-HUSETIT-HUSET2017 - 2020 · 3 yrs2017 to 2020 · 3 yrsGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area ConsultantConsultantIT-HusetIT-Huset2013 - 2016 · 3 yrs2013 to 2016 · 3 yrsGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area Project Test LeaderProject Test LeaderH&MH&M2015 - 2015 · Less than a year2015 to 2015 · Less than a yearGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area·      Consultant ConsultantConsultantConnecta ABConnecta AB2010 - 2013 · 3 yrs2010 to 2013 · 3 yrsSwedenSweden Business AnalystBusiness AnalystHi3G Access ABHi3G Access AB2010 - 2010 · Less than a year2010 to 2010 · Less than a yearSwedenSweden·      NORTHGATEARINSO UK LIMITED logo Application ConsultantApplication ConsultantNORTHGATEARINSO UK LIMITEDNORTHGATEARINSO UK LIMITED2008 - 2010 · 2 yrs2008 to 2010 · 2 yrsGreater London, England, United KingdomGreater London, England, United Kingdom·      Arriva Trains Wales (UK) Arriva Trains Wales (UK)Arriva Trains Wales (UK)2 yrs 1 mo2 yrs 1 moWales, United KingdomWales, United Kingdomo    § Project ManagerProject Manager2007 - 2007 · Less than a year2007 to 2007 · Less than a year§ System AdministratorSystem Administrator2005 - 2007 · 2 yrs "
263,sweden,"·      Senior Consultant, Dynamics 365 & Power PlatformSenior Consultant, Dynamics 365 & Power PlatformCepheo Sverige · Full-timeCepheo Sverige · Full-timeApr 2023 - Present · 3 yrsApr 2023 to Present · 3 yrsMalmo, Skåne County, Sweden · HybridMalmo, Skåne County, Sweden · Hybrid·       DXC TechnologyDXC Technology4 yrs 2 mos4 yrs 2 moso    § Senior Consultant, Dynamics 365 & Power PlatformSenior Consultant, Dynamics 365 & Power PlatformFull-timeFull-timeDec 2021 - Apr 2023 · 1 yr 5 mosDec 2021 to Apr 2023 · 1 yr 5 mosMalmo, Skåne County, SwedenMalmo, Skåne County, Sweden§ CRM ConsultantCRM ConsultantMar 2019 - Jan 2022 · 2 yrs 11 mosMar 2019 to Jan 2022 · 2 yrs 11 mosMalmo, SwedenMalmo, Sweden Junior Consultant (Graduate Program)Junior Consultant (Graduate Program)EG Sverige ABEG Sverige ABSep 2018 - Mar 2019 · 7 mosSep 2018 to Mar 2019 · 7 mosGreater Malmö Metropolitan AreaGreater Malmö Metropolitan Area Co-worker and cashierCo-worker and cashierICA Gruppen · Part-timeICA Gruppen · Part-timeJan 2012 - Aug 2018 · 6 yrs 8 mosJan 2012 to Aug 2018 · 6 yrs 8 mosMalmo, Skåne County, SwedenMalmo, Skåne County, Sweden Student InternshipStudent InternshipAdvectas ABAdvectas ABJan 2018 - Mar 2018 · 3 mosJan 2018 to Mar 2018 · 3 mosGreater Malmö Metropolitan AreaGreater Malmö Metropolitan Area·       Au PairAu PairCultural Care Au Pair · SeasonalCultural Care Au Pair · SeasonalSep 2014 - Mar 2015 · 7 mosSep 2014 to Mar 2015 · 7 mosSouthampton, New York, United States "
264,sweden,"Technical solution architectTechnical solution architectCepheo · Full-timeCepheo · Full-timeJun 2025 - Present · 10 mosJun 2025 to Present · 10 mosMalmo, Skåne County, SwedenMalmo, Skåne County, SwedenSenior Dynamics 365 CE - Power Platform ConsultantSenior Dynamics 365 CE - Power Platform ConsultantSenior Dynamics 365 CE - Power Platform ConsultantCepheo Sverige · Full-timeCepheo Sverige · Full-timeApr 2023 - Present · 3 yrsApr 2023 to Present · 3 yrsMalmo, Skåne County, SwedenMalmo, Skåne County, SwedenDXC TechnologyDXC Technology4 yrs 3 mos4 yrs 3 mosSenior Dynamics 365 CE - Power Platform ConsultantSenior Dynamics 365 CE - Power Platform ConsultantFull-timeFull-timeJun 2022 - May 2023 · 1 yrJun 2022 to May 2023 · 1 yrMalmo, Skåne County, SwedenMalmo, Skåne County, SwedenMicrosoft Dynamics CRM ConsultantMicrosoft Dynamics CRM ConsultantMar 2019 - Nov 2022 · 3 yrs 9 mosMar 2019 to Nov 2022 · 3 yrs 9 mosGreater Malmö Metropolitan AreaGreater Malmö Metropolitan AreaMicrosoft Dynamics CRM ConsultantMicrosoft Dynamics CRM ConsultantEG Sverige ABEG Sverige ABAug 2018 - Mar 2019 · 8 mosAug 2018 to Mar 2019 · 8 mosMalmo, SwedenMalmo, SwedenSoftware DeveloperSoftware DeveloperBever Computers LLCBever Computers LLCDec 2010 - Feb 2015 · 4 yrs 3 mosDec 2010 to Feb 2015 · 4 yrs 3 mosYerevan, Armenia"
265,sweden,"Program ManagerProgram ManagerSogeti · Full-timeSogeti · Full-timeAug 2022 - Present · 3 yrs 8 mosAug 2022 to Present · 3 yrs 8 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, SwedenDynamics 365 Program Management and Functional ConsultantDynamics 365 Program Management and Functional ConsultantCapgeminiCapgeminiFull-time · 6 yrs 2 mosFull-time · 6 yrs 2 mosMumbai Metropolitan RegionMumbai Metropolitan RegionSenior ManagerSenior ManagerOct 2019 - Aug 2022 · 2 yrs 11 mosOct 2019 to Aug 2022 · 2 yrs 11 mosDynamics 365 Engagement Manager and Functional ConsultantDynamics 365 Engagement Manager and Functional ConsultantProject ManagerProject ManagerJul 2016 - Sep 2019 · 3 yrs 3 mosJul 2016 to Sep 2019 · 3 yrs 3 mosDynamics 365 Project Manager and Functional ConsultantDynamics 365 Project Manager and Functional ConsultantHCL TechnologiesHCL Technologies7 yrs 10 mos7 yrs 10 mosProject LeadProject LeadFull-timeFull-timeJan 2013 - Jul 2016 · 3 yrs 7 mosJan 2013 to Jul 2016 · 3 yrs 7 mosIndiaIndiaDynamics CRM Program ManagementDynamics CRM Program ManagementProgrammer AnalystProgrammer AnalystJun 2011 - Dec 2013 · 2 yrs 7 mosJun 2011 to Dec 2013 · 2 yrs 7 mosUnited StatesUnited StatesLead EngineerLead EngineerFull-timeFull-timeOct 2008 - May 2011 · 2 yrs 8 mosOct 2008 to May 2011 · 2 yrs 8 mosNoida, Uttar Pradesh, IndiaNoida, Uttar Pradesh, IndiaPatni Computer Systems Limited, Noida�۪ logoSoftware EngineerSoftware EngineerPatni Computer Systems Limited, Noida�۪Patni Computer Systems Limited, Noida�۪Jun 2007 - Oct 2008 · 1 yr 5 mosJun 2007 to Oct 2008 · 1 yr 5 mosSoftware EngineerSoftware EngineerSoftware EngineerInnodata Isogen Technologies Pvt LtdInnodata Isogen Technologies Pvt LtdFeb 2006 - Jun 2007 · 1 yr 5 mos"
266,sweden," Fellowmind Consultant - Power Plaftform DeveloperFellowmind Consultant - Power Plaftform DeveloperVästtrafik · Full-timeVästtrafik · Full-timeOct 2024 - Present · 1 yr 6 mosOct 2024 to Present · 1 yr 6 mosGothenburg, Västra Götaland County, Sweden · On-siteGothenburg, Västra Götaland County, Sweden · On-site M365 SharePoint Microsoft Power Platform Developer / ConsultantM365 SharePoint Microsoft Power Platform Developer / ConsultantFellowmind · Full-timeFellowmind · Full-timeNov 2021 - Present · 4 yrs 5 mosNov 2021 to Present · 4 yrs 5 mosSwedenSweden NEVSNEVSFull-time · 5 yrs 2 mosFull-time · 5 yrs 2 moso    IT Office System SpecialistIT Office System SpecialistDec 2020 - Nov 2021 · 1 yrDec 2020 to Nov 2021 · 1 yrTrollhättan, Västra Götaland County, SwedenTrollhättan, Västra Götaland County, SwedenQuality EngineerQuality EngineerJan 2020 - Dec 2020 · 1 yrJan 2020 to Dec 2020 · 1 yrTrollhättan, Västra Götaland County, SwedenTrollhättan, Västra Götaland County, SwedenEngineer Operational Process Development and System Solution ArchitectEngineer Operational Process Development and System Solution ArchitectSep 2018 - Jan 2020 · 1 yr 5 mosSep 2018 to Jan 2020 · 1 yr 5 mosTrollhättan, SwedenTrollhättan, SwedenCoodinator Operational DevelopmentCoodinator Operational DevelopmentMar 2017 - Aug 2018 · 1 yr 6 mosMar 2017 to Aug 2018 · 1 yr 6 mosTrollhättan, Västra Götaland County, SwedenTrollhättan, Västra Götaland County, SwedenBusiness Process Management SupportBusiness Process Management SupportOct 2016 - Mar 2017 · 6 mosOct 2016 to Mar 2017 · 6 mosMandarin translator Mandarin translatorMandarin translatorMyNetwork ABMyNetwork ABOct 2015 - Nov 2016 · 1 yr 2 mosOct 2015 to Nov 2016 · 1 yr 2 mosTrollhättanTrollhättan Co WorkerCo WorkerBurger King ScandinaviaBurger King ScandinaviaMay 2016 - Oct 2016 · 6 mosMay 2016 to Oct 2016 · 6 mosBurger King Trestad Vänersborg SwedenBurger King Trestad Vänersborg Sweden Technical Co-TranslatorTechnical Co-TranslatorOPT MACHINE VISION TECH CO.,LTDOPT MACHINE VISION TECH CO.,LTDJun 2015 - Sep 2015 · 4 mosJun 2015 to Sep 2015 · 4 mos International coordinator internshipInternational coordinator internshipArrak OutdoorArrak OutdoorMar 2014 - Jul 2014 · 5 mosMar 2014 to Jul 2014 · 5 mosUddevalla kommun, Västra Götaland County, SwedenUddevalla kommun, Västra Götaland County, SwedenAssistant of general manager Assistant of general managerAssistant of general managerFu Rui liquor industry Ltd., ShanghaiFu Rui liquor industry Ltd., ShanghaiJun 2012 - Jul 2012 · 2 mosJun 2012 to Jul 2012 · 2 mosShanghaiShanghaio       "
267,sweden," Nobis Hospitality GroupNobis Hospitality GroupContract · 1 yr 4 mosContract · 1 yr 4 mosStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrido  Dynamics 365 CE & Power Platform DeveloperDynamics 365 CE & Power Platform DeveloperApr 2025 - Present · 1 yrApr 2025 to Present · 1 yr o  Data & Dynamics 365 CE/Power Platform TraineeData & Dynamics 365 CE/Power Platform TraineeDec 2024 - Apr 2025 · 5 mosDec 2024 to Apr 2025 · 5 mos ·      Teacher & Group Controller Teacher & Group ControllerTeacher & Group ControllerG.C. Public School · Full-timeG.C. Public School · Full-timeDec 2007 - Sep 2013 · 5 yrs 10 mosDec 2007 to Sep 2013 · 5 yrs 10 mosIndia "
268,sweden,"·      Solutions ArchitectSolutions ArchitectAvega · Full-timeAvega · Full-timeJan 2026 - Present · 3 mosJan 2026 to Present · 3 mosStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid ManagerManagerEY Technology Solutions · Full-timeEY Technology Solutions · Full-timeSep 2023 - Jan 2026 · 2 yrs 5 mosSep 2023 to Jan 2026 · 2 yrs 5 mosStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid Senior DeveloperSenior DeveloperSirocco Group · Full-timeSirocco Group · Full-timeOct 2018 - Sep 2023 · 5 yrsOct 2018 to Sep 2023 · 5 yrsGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area Tata Consultancy ServicesTata Consultancy Services4 yrs 9 mos4 yrs 9 moso  Assistant ConsultantAssistant ConsultantApr 2018 - Oct 2018 · 7 mosApr 2018 to Oct 2018 · 7 mosStockholm, SwedenStockholm, Sweden o  IT AnslystIT AnslystApr 2015 - Mar 2018 · 3 yrsApr 2015 to Mar 2018 · 3 yrsGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area o  System EngineerSystem EngineerFeb 2014 - Apr 2015 · 1 yr 3 mosFeb 2014 to Apr 2015 · 1 yr 3 mosHyderabad, Telangana, IndiaHyderabad, Telangana, India Software DeveloperSoftware DeveloperManagement Technology Consulting LLCManagement Technology Consulting LLCJan 2011 - Feb 2014 · 3 yrs 2 mosJan 2011 to Feb 2014 · 3 yrs 2 mosGreater Hyderabad Area · On-site "
269,sweden,"·      Data Analyst/Power Bi Developer . Founder/ CEO @KonsultByte ABData Analyst/Power Bi Developer . Founder/ CEO @KonsultByte ABKonsultByte AB · Full-timeKonsultByte AB · Full-timeJun 2025 - Present · 10 mosJun 2025 to Present · 10 mosStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid Data AnalystData AnalystElectrolux Group · ContractElectrolux Group · ContractSep 2024 - Sep 2025 · 1 yr 1 moSep 2024 to Sep 2025 · 1 yr 1 moStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid Power Bi & Power Automate ConsultantPower Bi & Power Automate ConsultantIKEA · FreelanceIKEA · FreelanceApr 2023 - Nov 2023 · 8 mosApr 2023 to Nov 2023 · 8 mosSwedenSweden·        Power Bi ConsultantPower Bi ConsultantIFS · ContractIFS · ContractMay 2022 - Nov 2022 · 7 mosMay 2022 to Nov 2022 · 7 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden·       Power Bi ConsultantPower Bi ConsultantH&M · ContractH&M · ContractJun 2021 - Apr 2022 · 11 mosJun 2021 to Apr 2022 · 11 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden Data AnalystData AnalystHCL Technologies · Full-timeHCL Technologies · Full-timeFeb 2018 - Aug 2021 · 3 yrs 7 mosFeb 2018 to Aug 2021 · 3 yrs 7 mos·       sr analystsr analystAxiom · Full-timeAxiom · Full-timeJan 2014 - Dec 2016 · 3 yrsJan 2014 to Dec 2016 · 3 yrsGurugram, Haryana, IndiaGurugram, Haryana, India·       Business AnalystBusiness AnalystEXL · Full-timeEXL · Full-timeFeb 2011 - Oct 2013 · 2 yrs 9 mosFeb 2011 to Oct 2013 · 2 yrs 9 mosGurugram, Haryana, India "
270,sweden," Projekt- och förändringsledare med fokus på Microsoft Dynamics 365 och Power PlatformProjekt- och förändringsledare med fokus på Microsoft Dynamics 365 och Power PlatformCRMK (CRM-Konsulterna) · Full-timeCRMK (CRM-Konsulterna) · Full-timeNov 2025 - Present · 5 mosNov 2025 to Present · 5 mos·       Kommunikationssamordnare, projektledare Power platformKommunikationssamordnare, projektledare Power platformUppsala kommun · Full-timeUppsala kommun · Full-timeOct 2021 - Present · 4 yrs 6 mosOct 2021 to Present · 4 yrs 6 mosUppsala kommun, Uppsala County, SwedenUppsala kommun, Uppsala County, Sweden Uppsala Konsert & KongressUppsala Konsert & Kongress14 yrs 3 mos14 yrs 3 moso  Projektledare/verksamhetsutvecklare Dynamics 365Projektledare/verksamhetsutvecklare Dynamics 365Full-timeFull-timeMay 2018 - Oct 2021 · 3 yrs 6 mosMay 2018 to Oct 2021 · 3 yrs 6 mosUppsalaUppsala o  Projektledare, marknadsföringProjektledare, marknadsföringSep 2017 - Oct 2021 · 4 yrs 2 mosSep 2017 to Oct 2021 · 4 yrs 2 mosGreater Uppsala Metropolitan AreaGreater Uppsala Metropolitan Area o  MarknadsförareMarknadsförareFull-timeFull-timeAug 2007 - Sep 2021 · 14 yrs 2 mosAug 2007 to Sep 2021 · 14 yrs 2 mos ·      Receptionist ReceptionistReceptionistREK revisionREK revisionApr 2007 - Aug 2007 · 5 mosApr 2007 to Aug 2007 · 5 mos·      Butikssäljare ButikssäljareButikssäljareFifty-FiftyFifty-Fifty2000 - 2003 · 3 yrs "
271,sweden,"NemelyNemely8 yrs 11 mos8 yrs 11 mosOn-siteOn-siteSenior CRM ConsultantSenior CRM ConsultantFull-timeFull-timeMay 2017 - Present · 8 yrs 11 mosMay 2017 to Present · 8 yrs 11 mosGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan AreaPeab AB: Senior D365 Power Platform ConsultantPeab AB: Senior D365 Power Platform ConsultantContractContractOct 2021 - Jan 2025 · 3 yrs 4 mosOct 2021 to Jan 2025 · 3 yrs 4 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, SwedenScania IT: Senior D365 CE ConsultantScania IT: Senior D365 CE ConsultantContractContractMay 2017 - Oct 2021 · 4 yrs 6 mosMay 2017 to Oct 2021 · 4 yrs 6 mosStockholm County, SwedenStockholm County, SwedenWorking as senior CRM Consultant at Scania implementing complex business scenarios in D365 CE.Working as senior CRM Consultant at Scania implementing complex business scenarios in D365 CE.AssociateAssociateJPMorgan Chase & Co. · Full-timeJPMorgan Chase & Co. · Full-timeAug 2013 - Apr 2017 · 3 yrs 9 mosAug 2013 to Apr 2017 · 3 yrs 9 mosmumbai area, india · On-sitemumbai area, india · On-siteSenior Consultant - CRMSenior Consultant - CRMIOTAP · Full-timeIOTAP · Full-timeFeb 2012 - Aug 2013 · 1 yr 7 mosFeb 2012 to Aug 2013 · 1 yr 7 mosMumbai Area, India · On-siteMumbai Area, India · On-siteL&T InfotechL&T Infotech4 yrs 4 mos4 yrs 4 mosSenior Software EngineerSenior Software EngineerFull-timeFull-timeNov 2007 - Feb 2012 · 4 yrs 4 mosNov 2007 to Feb 2012 · 4 yrs 4 mosMumbai Metropolitan RegionMumbai Metropolitan RegionMicrosoft Dynamics CRMMicrosoft Dynamics CRMScania IT: CRM ConsultantScania IT: CRM ConsultantContractContractFeb 2010 - Oct 2011 · 1 yr 9 mosFeb 2010 to Oct 2011 · 1 yr 9 mosStockholm, Stockholm County, Sweden · On-site"
272,sweden,"·      Sharepoint and Power Apps consultantSharepoint and Power Apps consultantStretch Ability AB · Full-timeStretch Ability AB · Full-timeSep 2022 - Present · 3 yrs 7 mosSep 2022 to Present · 3 yrs 7 mosMalmo, Skåne County, SwedenMalmo, Skåne County, Sweden Software Developer InternshipSoftware Developer InternshipYour Speech Factory · InternshipYour Speech Factory · InternshipMar 2021 - Jul 2021 · 5 mosMar 2021 to Jul 2021 · 5 mosMalmo, Skåne County, SwedenMalmo, Skåne County, Sweden Software DeveloperSoftware DeveloperGigsGuide · ApprenticeshipGigsGuide · ApprenticeshipNov 2019 - Apr 2020 · 6 mosNov 2019 to Apr 2020 · 6 mosSkane County, SwedenSkane County, Sweden·      STUDENT - Learning IOS/Android development at Malmö Yrkeshögskola. STUDENT - Learning IOS/Android development at Malmö Yrkeshögskola.STUDENT - Learning IOS/Android development at Malmö Yrkeshögskola.Malmö högskola Malmö högskola Sep 2018 - May 2019 · 9 mosSep 2018 to May 2019 · 9 mosGreater Malmö Metropolitan AreaGreater Malmö Metropolitan Area·      Co-Director at Yarh Kenya Co-Director at Yarh KenyaCo-Director at Yarh KenyaYoung Animal Rescue Heroes (Yarh) LtdYoung Animal Rescue Heroes (Yarh) LtdJan 2013 - Dec 2016 · 4 yrsJan 2013 to Dec 2016 · 4 yrsNairobi -KenyaNairobi -Kenya·      Co- Director at Pamoja Kids Ltd Kenya Co- Director at Pamoja Kids Ltd KenyaCo- Director at Pamoja Kids Ltd KenyaPamoja Kids LtdPamoja Kids LtdDec 2011 - 2015 · 3 yrs 2 mosDec 2011 to 2015 · 3 yrs 2 mosNairobiNairobi·      Social Media Officer Social Media OfficerSocial Media OfficerSocial Business · ContractSocial Business · ContractSep 2010 - Sep 2012 · 2 yrs 1 moSep 2010 to Sep 2012 · 2 yrs 1 moNairobi County, KenyaNairobi County, Kenya·      Freelance website development project Freelance website development projectFreelance website development projectReb · FreelanceReb · FreelanceAug 2009 - Oct 2009 · 3 mosAug 2009 to Oct 2009 · 3 mosBangkok, Bangkok City, Thailand "
273,sweden," System Engineering InternSystem Engineering InternIKEA · InternshipIKEA · InternshipNov 2023 - May 2024 · 7 mosNov 2023 to May 2024 · 7 mosHelsingborgs kommun, Skåne County, SwedenHelsingborgs kommun, Skåne County, Sweden Software EngineerSoftware EngineerHexaware Technologies · Full-timeHexaware Technologies · Full-timeMay 2022 - Jun 2023 · 1 yr 2 mosMay 2022 to Jun 2023 · 1 yr 2 mosPune District, Maharashtra, IndiaPune District, Maharashtra, India Software EngineerSoftware EngineerPixel6 Web Studio Pvt. Ltd. · Full-timePixel6 Web Studio Pvt. Ltd. · Full-timeSep 2019 - Feb 2022 · 2 yrs 6 mosSep 2019 to Feb 2022 · 2 yrs 6 mosPune/Pimpri-Chinchwad AreaPune/Pimpri-Chinchwad Areao       "
274,sweden,"CRM-Konsulterna (CRMK)CRM-Konsulterna (CRMK)4 yrs 7 mos4 yrs 7 mosKonsult inom Power Platform/Dynamics 365Konsult inom Power Platform/Dynamics 365Full-timeFull-timeApr 2022 - Present · 4 yrsApr 2022 to Present · 4 yrsStockholm, SverigeStockholm, SverigeTrainee Trainee InternshipInternshipSep 2021 - Apr 2022 · 8 mosSep 2021 to Apr 2022 · 8 mosStockholm County, SwedenStockholm County, SwedenProgramutvecklare .NETProgramutvecklare .NETNackademinNackademinAug 2020 - Jun 2022 · 1 yr 11 mosAug 2020 to Jun 2022 · 1 yr 11 mosSjukgymnastSjukgymnastRegion Stockholm · Full-timeRegion Stockholm · Full-timeJan 2018 - Nov 2021 · 3 yrs 11 mosJan 2018 to Nov 2021 · 3 yrs 11 mosSödermalm, Stockholm County, SwedenSödermalm, Stockholm County, SwedenSjukgymnastSjukgymnastDanderyds Sjukhus AB · Full-timeDanderyds Sjukhus AB · Full-timeJun 2012 - Dec 2017 · 5 yrs 7 mos"
275,sweden," Software EngineerSoftware EngineerSogeti · Full-timeSogeti · Full-timeMar 2026 - Present · 1 moMar 2026 to Present · 1 moHelsingborg, Skåne County, Sweden · On-siteHelsingborg, Skåne County, Sweden · On-site Runway SafeRunway Safe1 yr 1 mo1 yr 1 moOn-siteOn-siteo  Power Platform DeveloperPower Platform DeveloperFull-timeFull-timeSep 2025 - Feb 2026 · 6 mosSep 2025 to Feb 2026 · 6 mosMalmo, Skåne County, SwedenMalmo, Skåne County, Sweden o  Microsoft Automation EngineerMicrosoft Automation EngineerInternshipInternshipFeb 2025 - Aug 2025 · 7 mosFeb 2025 to Aug 2025 · 7 mosMalmo, Skåne County, SwedenMalmo, Skåne County, Sweden CognizantCognizantFull-time · 4 yrs 8 mosFull-time · 4 yrs 8 moso  RPA DeveloperRPA DeveloperJan 2022 - Feb 2024 · 2 yrs 2 mosJan 2022 to Feb 2024 · 2 yrs 2 mosTamil Nadu, India · HybridTamil Nadu, India · Hybrid o  Automation DeveloperAutomation DeveloperNov 2019 - Dec 2021 · 2 yrs 2 mosNov 2019 to Dec 2021 · 2 yrs 2 mosChennai, Tamil Nadu, India · On-siteChennai, Tamil Nadu, India · On-site o  Programmer Analyst TraineeProgrammer Analyst TraineeJul 2019 - Oct 2019 · 4 mosJul 2019 to Oct 2019 · 4 mosChennai, Tamil Nadu, India · On-site "
276,sweden," Data Analyst LogisticsData Analyst LogisticsBSH Home Appliances Group · InternshipBSH Home Appliances Group · InternshipMar 2024 - Jul 2024 · 5 mosMar 2024 to Jul 2024 · 5 mosSolna, Stockholm County, Sweden · HybridSolna, Stockholm County, Sweden · Hybrid·       Data Analyst EngineerData Analyst EngineerSEB · InternshipSEB · InternshipOct 2023 - Jan 2024 · 4 mosOct 2023 to Jan 2024 · 4 mosSolna, Stockholm County, SwedenSolna, Stockholm County, Sweden Power BI external consultantPower BI external consultantAtiSunya Private Limited- Microsoft Silver Partner for Dynamics and Azure · Part-timeAtiSunya Private Limited- Microsoft Silver Partner for Dynamics and Azure · Part-timeMar 2023 - Sep 2023 · 7 mosMar 2023 to Sep 2023 · 7 mosNew Delhi, Delhi, India · RemoteNew Delhi, Delhi, India · Remote BI Developer /Data engineerBI Developer /Data engineerScania Group · Full-timeScania Group · Full-timeSep 2022 - Feb 2023 · 6 mosSep 2022 to Feb 2023 · 6 mosSödertälje kommun, Stockholm County, SwedenSödertälje kommun, Stockholm County, Sweden VattenfallVattenfallContract · 11 mosContract · 11 moso    § Master ThesisMaster ThesisJan 2022 - Jun 2022 · 6 mosJan 2022 to Jun 2022 · 6 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden§ Data Engineer - Student InternData Engineer - Student InternAug 2021 - Jun 2022 · 11 mosAug 2021 to Jun 2022 · 11 mosStockholm County, SwedenStockholm County, Sweden·      Software Tester Software TesterSoftware TesterTreesha Desire · Full-timeTreesha Desire · Full-timeAug 2009 - Aug 2010 · 1 yr 1 moAug 2009 to Aug 2010 · 1 yr 1 moPune Division, Maharashtra, India "
277,sweden," Senior PPM Consultant, PowerPlatform specialist, Project lead & Business Intelligence AnalystSenior PPM Consultant, PowerPlatform specialist, Project lead & Business Intelligence AnalystVisual Planning & Practical PPM · Full-timeVisual Planning & Practical PPM · Full-timeSep 2016 - Present · 9 yrs 7 mosSep 2016 to Present · 9 yrs 7 mosGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area Key Account ManagerKey Account ManagerMacis Promotions ABMacis Promotions ABMar 2016 - Sep 2016 · 7 mosMar 2016 to Sep 2016 · 7 mosGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area Data AnalystData AnalystAKT Human Capital SolutionsAKT Human Capital SolutionsDec 2011 - Jul 2014 · 2 yrs 8 mosDec 2011 to Jul 2014 · 2 yrs 8 mosIsraelIsrael·      Office Manager Office ManagerOffice ManagerGaney Yaar EventsGaney Yaar EventsJan 2009 - Mar 2011 · 2 yrs 3 mosJan 2009 to Mar 2011 · 2 yrs 3 mos·      Senior representative for technical support and customer care Senior representative for technical support and customer careSenior representative for technical support and customer careHOT (cable TV Company); Cellcom (Cellular Service Company)HOT (cable TV Company); Cellcom (Cellular Service Company)Jan 2004 - Sep 2007 · 3 yrs 9 mosJan 2004 to Sep 2007 · 3 yrs 9 mosIsrael "
